SETTLEMENTDATE,RRP,Year,Quarter,RRP.1,Term,IndexTerm,Peak_OffPeak,Business,Evening_Peak,Solar_Period,Morning_Peak
6/04/2021 20:00,40.89,2021,2,40.89,Q2_21,21_Q2,Peak,Business Day,1,0,0
6/04/2021 20:30,36.41,2021,2,36.41,Q2_21,21_Q2,Peak,Business Day,1,0,0
6/04/2021 21:00,37.48,2021,2,37.48,Q2_21,21_Q2,Peak,Business Day,1,0,0
6/04/2021 21:30,33.65,2021,2,33.65,Q2_21,21_Q2,Peak,Business Day,1,0,0
6/04/2021 22:00,31.3,2021,2,31.3,Q2_21,21_Q2,Peak,Business Day,1,0,0
6/04/2021 22:30,38.11,2021,2,38.11,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
6/04/2021 23:00,36.54,2021,2,36.54,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
6/04/2021 23:30,35.39,2021,2,35.39,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
7/04/2021 0:00,34.06,2021,2,34.06,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
7/04/2021 0:30,39.78,2021,2,39.78,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
7/04/2021 1:00,35.25,2021,2,35.25,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
7/04/2021 1:30,34.57,2021,2,34.57,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
7/04/2021 2:00,32.86,2021,2,32.86,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
7/04/2021 2:30,31.71,2021,2,31.71,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
7/04/2021 3:00,30.86,2021,2,30.86,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
7/04/2021 3:30,30.91,2021,2,30.91,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
7/04/2021 4:00,30.28,2021,2,30.28,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
7/04/2021 4:30,30.85,2021,2,30.85,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
7/04/2021 5:00,31.72,2021,2,31.72,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
7/04/2021 5:30,33.9,2021,2,33.9,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
7/04/2021 6:00,38.58,2021,2,38.58,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
7/04/2021 6:30,39.73,2021,2,39.73,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
7/04/2021 7:00,49.62,2021,2,49.62,Q2_21,21_Q2,OffPeak,Business Day,0,0,1
7/04/2021 7:30,43.62,2021,2,43.62,Q2_21,21_Q2,OffPeak,Business Day,0,0,1
7/04/2021 8:00,36.18,2021,2,36.18,Q2_21,21_Q2,Peak,Business Day,0,0,1
7/04/2021 8:30,32.98,2021,2,32.98,Q2_21,21_Q2,Peak,Business Day,0,0,1
7/04/2021 9:00,33.95,2021,2,33.95,Q2_21,21_Q2,Peak,Business Day,0,0,1
7/04/2021 9:30,40.82,2021,2,40.82,Q2_21,21_Q2,Peak,Business Day,0,1,0
7/04/2021 10:00,35.14,2021,2,35.14,Q2_21,21_Q2,Peak,Business Day,0,1,0
7/04/2021 10:30,36.47,2021,2,36.47,Q2_21,21_Q2,Peak,Business Day,0,1,0
7/04/2021 11:00,27.06,2021,2,27.06,Q2_21,21_Q2,Peak,Business Day,0,1,0
7/04/2021 11:30,28.28,2021,2,28.28,Q2_21,21_Q2,Peak,Business Day,0,1,0
7/04/2021 12:00,26.29,2021,2,26.29,Q2_21,21_Q2,Peak,Business Day,0,1,0
7/04/2021 12:30,21.35,2021,2,21.35,Q2_21,21_Q2,Peak,Business Day,0,1,0
7/04/2021 13:00,31.48,2021,2,31.48,Q2_21,21_Q2,Peak,Business Day,0,1,0
7/04/2021 13:30,24.05,2021,2,24.05,Q2_21,21_Q2,Peak,Business Day,0,1,0
7/04/2021 14:00,27.66,2021,2,27.66,Q2_21,21_Q2,Peak,Business Day,0,1,0
7/04/2021 14:30,31.07,2021,2,31.07,Q2_21,21_Q2,Peak,Business Day,0,1,0
7/04/2021 15:00,46.1,2021,2,46.1,Q2_21,21_Q2,Peak,Business Day,0,1,0
7/04/2021 15:30,59.44,2021,2,59.44,Q2_21,21_Q2,Peak,Business Day,0,1,0
7/04/2021 16:00,65.03,2021,2,65.03,Q2_21,21_Q2,Peak,Business Day,0,1,0
7/04/2021 16:30,157.73,2021,2,157.73,Q2_21,21_Q2,Peak,Business Day,1,0,0
7/04/2021 17:00,154.52,2021,2,154.52,Q2_21,21_Q2,Peak,Business Day,1,0,0
7/04/2021 17:30,188.91,2021,2,188.91,Q2_21,21_Q2,Peak,Business Day,1,0,0
7/04/2021 18:00,364.09,2021,2,364.09,Q2_21,21_Q2,Peak,Business Day,1,0,0
7/04/2021 18:30,305.83,2021,2,305.83,Q2_21,21_Q2,Peak,Business Day,1,0,0
7/04/2021 19:00,49.63,2021,2,49.63,Q2_21,21_Q2,Peak,Business Day,1,0,0
7/04/2021 19:30,46.89,2021,2,46.89,Q2_21,21_Q2,Peak,Business Day,1,0,0
7/04/2021 20:00,53.8,2021,2,53.8,Q2_21,21_Q2,Peak,Business Day,1,0,0
7/04/2021 20:30,52.46,2021,2,52.46,Q2_21,21_Q2,Peak,Business Day,1,0,0
7/04/2021 21:00,40.44,2021,2,40.44,Q2_21,21_Q2,Peak,Business Day,1,0,0
7/04/2021 21:30,49.52,2021,2,49.52,Q2_21,21_Q2,Peak,Business Day,1,0,0
7/04/2021 22:00,37.77,2021,2,37.77,Q2_21,21_Q2,Peak,Business Day,1,0,0
7/04/2021 22:30,46.86,2021,2,46.86,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
7/04/2021 23:00,42.58,2021,2,42.58,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
7/04/2021 23:30,45.55,2021,2,45.55,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
8/04/2021 0:00,41.83,2021,2,41.83,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
8/04/2021 0:30,44.42,2021,2,44.42,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
8/04/2021 1:00,38.96,2021,2,38.96,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
8/04/2021 1:30,39.61,2021,2,39.61,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
8/04/2021 2:00,36.46,2021,2,36.46,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
8/04/2021 2:30,34.69,2021,2,34.69,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
8/04/2021 3:00,36.91,2021,2,36.91,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
8/04/2021 3:30,36.29,2021,2,36.29,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
8/04/2021 4:00,37.68,2021,2,37.68,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
8/04/2021 4:30,38.2,2021,2,38.2,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
8/04/2021 5:00,38.7,2021,2,38.7,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
8/04/2021 5:30,39.66,2021,2,39.66,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
8/04/2021 6:00,43,2021,2,43,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
8/04/2021 6:30,47.24,2021,2,47.24,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
8/04/2021 7:00,50.36,2021,2,50.36,Q2_21,21_Q2,OffPeak,Business Day,0,0,1
8/04/2021 7:30,36.99,2021,2,36.99,Q2_21,21_Q2,OffPeak,Business Day,0,0,1
8/04/2021 8:00,7.88,2021,2,7.88,Q2_21,21_Q2,Peak,Business Day,0,0,1
8/04/2021 8:30,17.93,2021,2,17.93,Q2_21,21_Q2,Peak,Business Day,0,0,1
8/04/2021 9:00,9.07,2021,2,9.07,Q2_21,21_Q2,Peak,Business Day,0,0,1
8/04/2021 9:30,23.83,2021,2,23.83,Q2_21,21_Q2,Peak,Business Day,0,1,0
8/04/2021 10:00,18.77,2021,2,18.77,Q2_21,21_Q2,Peak,Business Day,0,1,0
8/04/2021 10:30,18.83,2021,2,18.83,Q2_21,21_Q2,Peak,Business Day,0,1,0
8/04/2021 11:00,18.89,2021,2,18.89,Q2_21,21_Q2,Peak,Business Day,0,1,0
8/04/2021 11:30,26.32,2021,2,26.32,Q2_21,21_Q2,Peak,Business Day,0,1,0
8/04/2021 12:00,37.01,2021,2,37.01,Q2_21,21_Q2,Peak,Business Day,0,1,0
8/04/2021 12:30,34.92,2021,2,34.92,Q2_21,21_Q2,Peak,Business Day,0,1,0
8/04/2021 13:00,37.38,2021,2,37.38,Q2_21,21_Q2,Peak,Business Day,0,1,0
8/04/2021 13:30,60.31,2021,2,60.31,Q2_21,21_Q2,Peak,Business Day,0,1,0
8/04/2021 14:00,34.23,2021,2,34.23,Q2_21,21_Q2,Peak,Business Day,0,1,0
8/04/2021 14:30,67.05,2021,2,67.05,Q2_21,21_Q2,Peak,Business Day,0,1,0
8/04/2021 15:00,72.07,2021,2,72.07,Q2_21,21_Q2,Peak,Business Day,0,1,0
8/04/2021 15:30,49.89,2021,2,49.89,Q2_21,21_Q2,Peak,Business Day,0,1,0
8/04/2021 16:00,48.22,2021,2,48.22,Q2_21,21_Q2,Peak,Business Day,0,1,0
8/04/2021 16:30,99.52,2021,2,99.52,Q2_21,21_Q2,Peak,Business Day,1,0,0
8/04/2021 17:00,112.74,2021,2,112.74,Q2_21,21_Q2,Peak,Business Day,1,0,0
8/04/2021 17:30,146.99,2021,2,146.99,Q2_21,21_Q2,Peak,Business Day,1,0,0
8/04/2021 18:00,52.87,2021,2,52.87,Q2_21,21_Q2,Peak,Business Day,1,0,0
8/04/2021 18:30,80.87,2021,2,80.87,Q2_21,21_Q2,Peak,Business Day,1,0,0
8/04/2021 19:00,29.23,2021,2,29.23,Q2_21,21_Q2,Peak,Business Day,1,0,0
8/04/2021 19:30,-45.47,2021,2,-45.47,Q2_21,21_Q2,Peak,Business Day,1,0,0
8/04/2021 20:00,101.76,2021,2,101.76,Q2_21,21_Q2,Peak,Business Day,1,0,0
8/04/2021 20:30,155.49,2021,2,155.49,Q2_21,21_Q2,Peak,Business Day,1,0,0
8/04/2021 21:00,209.07,2021,2,209.07,Q2_21,21_Q2,Peak,Business Day,1,0,0
8/04/2021 21:30,203.85,2021,2,203.85,Q2_21,21_Q2,Peak,Business Day,1,0,0
8/04/2021 22:00,152.87,2021,2,152.87,Q2_21,21_Q2,Peak,Business Day,1,0,0
8/04/2021 22:30,132.17,2021,2,132.17,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
8/04/2021 23:00,172.49,2021,2,172.49,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
8/04/2021 23:30,-8.36,2021,2,-8.36,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
9/04/2021 0:00,-23.6,2021,2,-23.6,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
9/04/2021 0:30,36.61,2021,2,36.61,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
9/04/2021 1:00,33.63,2021,2,33.63,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
9/04/2021 1:30,34.51,2021,2,34.51,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
9/04/2021 2:00,34.13,2021,2,34.13,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
9/04/2021 2:30,34.1,2021,2,34.1,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
9/04/2021 3:00,33.86,2021,2,33.86,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
9/04/2021 3:30,34.22,2021,2,34.22,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
9/04/2021 4:00,34.38,2021,2,34.38,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
9/04/2021 4:30,33.6,2021,2,33.6,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
9/04/2021 5:00,34.98,2021,2,34.98,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
9/04/2021 5:30,38.49,2021,2,38.49,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
9/04/2021 6:00,42.4,2021,2,42.4,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
9/04/2021 6:30,40.9,2021,2,40.9,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
9/04/2021 7:00,291.12,2021,2,291.12,Q2_21,21_Q2,OffPeak,Business Day,0,0,1
9/04/2021 7:30,22.89,2021,2,22.89,Q2_21,21_Q2,OffPeak,Business Day,0,0,1
9/04/2021 8:00,20.12,2021,2,20.12,Q2_21,21_Q2,Peak,Business Day,0,0,1
9/04/2021 8:30,19.04,2021,2,19.04,Q2_21,21_Q2,Peak,Business Day,0,0,1
9/04/2021 9:00,18.4,2021,2,18.4,Q2_21,21_Q2,Peak,Business Day,0,0,1
9/04/2021 9:30,23.81,2021,2,23.81,Q2_21,21_Q2,Peak,Business Day,0,1,0
9/04/2021 10:00,19.06,2021,2,19.06,Q2_21,21_Q2,Peak,Business Day,0,1,0
9/04/2021 10:30,11.26,2021,2,11.26,Q2_21,21_Q2,Peak,Business Day,0,1,0
9/04/2021 11:00,9.61,2021,2,9.61,Q2_21,21_Q2,Peak,Business Day,0,1,0
9/04/2021 11:30,18.83,2021,2,18.83,Q2_21,21_Q2,Peak,Business Day,0,1,0
9/04/2021 12:00,16.81,2021,2,16.81,Q2_21,21_Q2,Peak,Business Day,0,1,0
9/04/2021 12:30,17.05,2021,2,17.05,Q2_21,21_Q2,Peak,Business Day,0,1,0
9/04/2021 13:00,18.05,2021,2,18.05,Q2_21,21_Q2,Peak,Business Day,0,1,0
9/04/2021 13:30,22.71,2021,2,22.71,Q2_21,21_Q2,Peak,Business Day,0,1,0
9/04/2021 14:00,26.17,2021,2,26.17,Q2_21,21_Q2,Peak,Business Day,0,1,0
9/04/2021 14:30,37.14,2021,2,37.14,Q2_21,21_Q2,Peak,Business Day,0,1,0
9/04/2021 15:00,1665.83,2021,2,1665.83,Q2_21,21_Q2,Peak,Business Day,0,1,0
9/04/2021 15:30,19.05,2021,2,19.05,Q2_21,21_Q2,Peak,Business Day,0,1,0
9/04/2021 16:00,29.06,2021,2,29.06,Q2_21,21_Q2,Peak,Business Day,0,1,0
9/04/2021 16:30,32.15,2021,2,32.15,Q2_21,21_Q2,Peak,Business Day,1,0,0
9/04/2021 17:00,50.16,2021,2,50.16,Q2_21,21_Q2,Peak,Business Day,1,0,0
9/04/2021 17:30,67.55,2021,2,67.55,Q2_21,21_Q2,Peak,Business Day,1,0,0
9/04/2021 18:00,105.06,2021,2,105.06,Q2_21,21_Q2,Peak,Business Day,1,0,0
9/04/2021 18:30,94.73,2021,2,94.73,Q2_21,21_Q2,Peak,Business Day,1,0,0
9/04/2021 19:00,53.9,2021,2,53.9,Q2_21,21_Q2,Peak,Business Day,1,0,0
9/04/2021 19:30,48.81,2021,2,48.81,Q2_21,21_Q2,Peak,Business Day,1,0,0
9/04/2021 20:00,50.37,2021,2,50.37,Q2_21,21_Q2,Peak,Business Day,1,0,0
9/04/2021 20:30,55.59,2021,2,55.59,Q2_21,21_Q2,Peak,Business Day,1,0,0
9/04/2021 21:00,54.12,2021,2,54.12,Q2_21,21_Q2,Peak,Business Day,1,0,0
9/04/2021 21:30,57.06,2021,2,57.06,Q2_21,21_Q2,Peak,Business Day,1,0,0
9/04/2021 22:00,48.92,2021,2,48.92,Q2_21,21_Q2,Peak,Business Day,1,0,0
9/04/2021 22:30,63.27,2021,2,63.27,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
9/04/2021 23:00,52.99,2021,2,52.99,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
9/04/2021 23:30,46.11,2021,2,46.11,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
10/04/2021 0:00,48.43,2021,2,48.43,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
10/04/2021 0:30,50.71,2021,2,50.71,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
10/04/2021 1:00,54.57,2021,2,54.57,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
10/04/2021 1:30,58.06,2021,2,58.06,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
10/04/2021 2:00,52.76,2021,2,52.76,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
10/04/2021 2:30,43.44,2021,2,43.44,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
10/04/2021 3:00,38.77,2021,2,38.77,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
10/04/2021 3:30,37.81,2021,2,37.81,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
10/04/2021 4:00,37.62,2021,2,37.62,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
10/04/2021 4:30,36.64,2021,2,36.64,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
10/04/2021 5:00,37.66,2021,2,37.66,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
10/04/2021 5:30,38.61,2021,2,38.61,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
10/04/2021 6:00,39.55,2021,2,39.55,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
10/04/2021 6:30,40.25,2021,2,40.25,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
10/04/2021 7:00,49.35,2021,2,49.35,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,1
10/04/2021 7:30,27.88,2021,2,27.88,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,1
10/04/2021 8:00,13.57,2021,2,13.57,Q2_21,21_Q2,Peak,Non-business Day,0,0,1
10/04/2021 8:30,13.81,2021,2,13.81,Q2_21,21_Q2,Peak,Non-business Day,0,0,1
10/04/2021 9:00,2.6,2021,2,2.6,Q2_21,21_Q2,Peak,Non-business Day,0,0,1
10/04/2021 9:30,9.05,2021,2,9.05,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
10/04/2021 10:00,-13.62,2021,2,-13.62,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
10/04/2021 10:30,-5.79,2021,2,-5.79,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
10/04/2021 11:00,-2.95,2021,2,-2.95,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
10/04/2021 11:30,-4.61,2021,2,-4.61,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
10/04/2021 12:00,-21.02,2021,2,-21.02,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
10/04/2021 12:30,-1.47,2021,2,-1.47,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
10/04/2021 13:00,-0.88,2021,2,-0.88,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
10/04/2021 13:30,1.65,2021,2,1.65,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
10/04/2021 14:00,14.71,2021,2,14.71,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
10/04/2021 14:30,20.08,2021,2,20.08,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
10/04/2021 15:00,27.41,2021,2,27.41,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
10/04/2021 15:30,36.36,2021,2,36.36,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
10/04/2021 16:00,57.53,2021,2,57.53,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
10/04/2021 16:30,1665.5,2021,2,1665.5,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
10/04/2021 17:00,179.97,2021,2,179.97,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
10/04/2021 17:30,2037.24,2021,2,2037.24,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
10/04/2021 18:00,33.75,2021,2,33.75,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
10/04/2021 18:30,53.4,2021,2,53.4,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
10/04/2021 19:00,40.15,2021,2,40.15,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
10/04/2021 19:30,38.25,2021,2,38.25,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
10/04/2021 20:00,51.34,2021,2,51.34,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
10/04/2021 20:30,40.84,2021,2,40.84,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
10/04/2021 21:00,47.13,2021,2,47.13,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
10/04/2021 21:30,40.9,2021,2,40.9,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
10/04/2021 22:00,41.77,2021,2,41.77,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
10/04/2021 22:30,44.51,2021,2,44.51,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
10/04/2021 23:00,49.59,2021,2,49.59,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
10/04/2021 23:30,50.16,2021,2,50.16,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
11/04/2021 0:00,42.74,2021,2,42.74,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
11/04/2021 0:30,50.01,2021,2,50.01,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
11/04/2021 1:00,41.13,2021,2,41.13,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
11/04/2021 1:30,43.25,2021,2,43.25,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
11/04/2021 2:00,43.71,2021,2,43.71,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
11/04/2021 2:30,39.55,2021,2,39.55,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
11/04/2021 3:00,37.2,2021,2,37.2,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
11/04/2021 3:30,36.52,2021,2,36.52,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
11/04/2021 4:00,37.07,2021,2,37.07,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
11/04/2021 4:30,37.25,2021,2,37.25,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
11/04/2021 5:00,37.55,2021,2,37.55,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
11/04/2021 5:30,36.99,2021,2,36.99,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
11/04/2021 6:00,34.26,2021,2,34.26,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
11/04/2021 6:30,28.98,2021,2,28.98,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
11/04/2021 7:00,29.6,2021,2,29.6,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,1
11/04/2021 7:30,8.6,2021,2,8.6,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,1
11/04/2021 8:00,3.6,2021,2,3.6,Q2_21,21_Q2,Peak,Non-business Day,0,0,1
11/04/2021 8:30,18.21,2021,2,18.21,Q2_21,21_Q2,Peak,Non-business Day,0,0,1
11/04/2021 9:00,11.82,2021,2,11.82,Q2_21,21_Q2,Peak,Non-business Day,0,0,1
11/04/2021 9:30,11.25,2021,2,11.25,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
11/04/2021 10:00,5.03,2021,2,5.03,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
11/04/2021 10:30,-3.89,2021,2,-3.89,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
11/04/2021 11:00,-7.17,2021,2,-7.17,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
11/04/2021 11:30,-36.99,2021,2,-36.99,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
11/04/2021 12:00,-36.96,2021,2,-36.96,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
11/04/2021 12:30,-26.48,2021,2,-26.48,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
11/04/2021 13:00,-28.05,2021,2,-28.05,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
11/04/2021 13:30,-27.7,2021,2,-27.7,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
11/04/2021 14:00,-22.74,2021,2,-22.74,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
11/04/2021 14:30,-15.99,2021,2,-15.99,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
11/04/2021 15:00,9.04,2021,2,9.04,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
11/04/2021 15:30,-12.06,2021,2,-12.06,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
11/04/2021 16:00,3.68,2021,2,3.68,Q2_21,21_Q2,Peak,Non-business Day,0,1,0
11/04/2021 16:30,21.28,2021,2,21.28,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
11/04/2021 17:00,29.88,2021,2,29.88,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
11/04/2021 17:30,50.22,2021,2,50.22,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
11/04/2021 18:00,65.48,2021,2,65.48,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
11/04/2021 18:30,67.72,2021,2,67.72,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
11/04/2021 19:00,58.59,2021,2,58.59,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
11/04/2021 19:30,41.65,2021,2,41.65,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
11/04/2021 20:00,49.1,2021,2,49.1,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
11/04/2021 20:30,50.23,2021,2,50.23,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
11/04/2021 21:00,43.95,2021,2,43.95,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
11/04/2021 21:30,46.56,2021,2,46.56,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
11/04/2021 22:00,41.44,2021,2,41.44,Q2_21,21_Q2,Peak,Non-business Day,1,0,0
11/04/2021 22:30,36.83,2021,2,36.83,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
11/04/2021 23:00,36.04,2021,2,36.04,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
11/04/2021 23:30,34.44,2021,2,34.44,Q2_21,21_Q2,OffPeak,Non-business Day,0,0,0
12/04/2021 0:00,33.39,2021,2,33.39,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
12/04/2021 0:30,35.68,2021,2,35.68,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
12/04/2021 1:00,35.38,2021,2,35.38,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
12/04/2021 1:30,34.11,2021,2,34.11,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
12/04/2021 2:00,33.41,2021,2,33.41,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
12/04/2021 2:30,32.54,2021,2,32.54,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
12/04/2021 3:00,32.26,2021,2,32.26,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
12/04/2021 3:30,31.61,2021,2,31.61,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
12/04/2021 4:00,33.67,2021,2,33.67,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
12/04/2021 4:30,34.87,2021,2,34.87,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
12/04/2021 5:00,33.26,2021,2,33.26,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
12/04/2021 5:30,34.71,2021,2,34.71,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
12/04/2021 6:00,36.64,2021,2,36.64,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
12/04/2021 6:30,41.82,2021,2,41.82,Q2_21,21_Q2,OffPeak,Business Day,0,0,0
12/04/2021 7:00,48.58,2021,2,48.58,Q2_21,21_Q2,OffPeak,Business Day,0,0,1
